0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,5.539438685557711121e-03
7.000000000000000000e+00,1.000000000000000000e+00,1.460237238935740284e-02
8.000000000000000000e+00,1.000000000000000000e+00,2.552327929446645410e-02
9.000000000000000000e+00,9.978918738792745824e-01,3.775421322765957349e-02
1.000000000000000000e+01,9.850918669069346212e-01,5.099038805577447986e-02
1.100000000000000000e+01,9.702955660871938059e-01,6.501766918762649783e-02
1.200000000000000000e+01,9.538042875343711868e-01,7.966915060841908702e-02
1.300000000000000000e+01,9.356677825231065615e-01,9.481517548182404054e-02
1.400000000000000000e+01,9.162870202544197706e-01,1.103503020848940058e-01
1.500000000000000000e+01,8.959983264687866322e-01,1.261859676207627845e-01
1.600000000000000000e+01,8.746102629805336814e-01,1.422463047929943547e-01
1.700000000000000000e+01,8.525830545677572925e-01,1.584649038647979180e-01
1.800000000000000000e+01,8.297039028978741015e-01,1.747827386204330591e-01
1.900000000000000000e+01,8.063898480586559891e-01,1.911466904769192898e-01
2.000000000000000000e+01,7.824410548274816080e-01,2.075084601896615422e-01
2.100000000000000000e+01,7.582199976559733656e-01,2.238237718490714567e-01
2.200000000000000000e+01,7.335625050868644914e-01,2.400517420035722937e-01
2.300000000000000000e+01,7.087895714457355112e-01,2.561544155312396875e-01
2.400000000000000000e+01,6.838452960392398250e-01,2.720963857613192260e-01
2.500000000000000000e+01,6.587135690932499621e-01,2.878445805264178703e-01
2.600000000000000000e+01,6.336603971223311316e-01,3.033678406209945888e-01
2.700000000000000000e+01,6.085633303199887711e-01,3.186368216967150890e-01
2.800000000000000000e+01,5.835805776760509822e-01,3.336238404124965418e-01
2.900000000000000000e+01,5.588466527431392716e-01,3.483026701852047768e-01
3.000000000000000000e+01,5.342753805099321740e-01,3.626485776372496139e-01
3.100000000000000000e+01,5.100525598470007083e-01,3.766381718030398784e-01
3.200000000000000000e+01,4.861754581768411021e-01,3.902493229563658850e-01
3.300000000000000000e+01,4.626479419304877494e-01,4.034611636251650979e-01
3.400000000000000000e+01,4.395747401390805442e-01,4.162539551929740900e-01
3.500000000000000000e+01,4.170405260564369332e-01,4.286090601574377157e-01
3.600000000000000000e+01,3.950253956839294700e-01,4.405089904863955241e-01
3.700000000000000000e+01,3.736105332398357848e-01,4.519373612891057768e-01
3.800000000000000000e+01,3.528757042180228343e-01,4.628788543179621628e-01
3.900000000000000000e+01,3.328072633425124827e-01,4.733192885869860755e-01
4.000000000000000000e+01,3.134654025785267306e-01,4.832455566851132645e-01
4.100000000000000000e+01,2.948858498644869597e-01,4.926456483173725642e-01
4.200000000000000000e+01,2.771145637103443193e-01,5.015086614723585079e-01
4.300000000000000000e+01,2.601827760148229807e-01,5.098248249873205129e-01
4.400000000000000000e+01,2.441258968438438370e-01,5.175855249553610316e-01
4.500000000000000000e+01,2.289867866521518858e-01,5.247833300997113426e-01
4.600000000000000000e+01,2.147719374130565573e-01,5.314120353012391496e-01
4.700000000000000000e+01,2.015386329010465105e-01,5.374666872485164282e-01
4.800000000000000000e+01,1.892758218340933607e-01,5.429436318328950684e-01
4.900000000000000000e+01,1.780252352340614963e-01,5.478405527177728773e-01
5.000000000000000000e+01,1.678286356178012029e-01,5.521565049516286017e-01
5.100000000000000000e+01,1.586808748862484353e-01,5.558920052388226507e-01
5.200000000000000000e+01,1.505668963068114152e-01,5.590490864510754276e-01
5.300000000000000000e+01,1.435535173537237363e-01,5.616313063326298094e-01
5.400000000000000000e+01,1.375905071503108479e-01,5.636438340607480280e-01
5.500000000000000000e+01,1.327383536916810769e-01,5.650935081675496630e-01
5.600000000000000000e+01,1.289362328138335956e-01,5.659888978038813967e-01
5.700000000000000000e+01,1.262112603706028735e-01,5.663403569850985475e-01
5.800000000000000000e+01,1.245572968244874623e-01,5.661600519669456322e-01
5.900000000000000000e+01,1.239894425153177382e-01,5.654620483955965504e-01
6.000000000000000000e+01,1.244608872232558783e-01,5.642623901887955373e-01
6.100000000000000000e+01,1.259199861772609119e-01,5.625791346989237329e-01
6.200000000000000000e+01,1.284005801513759537e-01,5.604323524254839484e-01
6.300000000000000000e+01,1.318418606682129623e-01,5.578440513961235858e-01
6.400000000000000000e+01,1.361818357592146089e-01,5.548383277359717480e-01
6.500000000000000000e+01,1.414327948902235621e-01,5.514412297245983030e-01
6.600000000000000000e+01,1.475233600617232299e-01,5.476807360973876548e-01
6.700000000000000000e+01,1.543842097796776225e-01,5.435867036749502113e-01
6.800000000000000000e+01,1.620005074082606911e-01,5.391906944439986971e-01
6.900000000000000000e+01,1.702778505163602685e-01,5.345258489519496559e-01
7.000000000000000000e+01,1.791874102635593047e-01,5.296266690427094970e-01
7.100000000000000000e+01,1.886471173568090576e-01,5.245288822621523295e-01
7.200000000000000000e+01,1.985799402054915785e-01,5.192690988084484038e-01
7.300000000000000000e+01,2.089259138983542152e-01,5.138845119991374277e-01
7.400000000000000000e+01,2.196133787648530677e-01,5.084125719690860690e-01
7.500000000000000000e+01,2.305692048261332450e-01,5.028906488103084271e-01
7.600000000000000000e+01,2.417197683421541676e-01,4.973556666919156100e-01
7.700000000000000000e+01,2.529922487197131531e-01,4.918437280870822659e-01
7.800000000000000000e+01,2.643085015271922078e-01,4.863897553530470153e-01
7.900000000000000000e+01,2.756114727319511903e-01,4.810271316709808231e-01
8.000000000000000000e+01,2.868172903596846179e-01,4.757874116818858190e-01
8.100000000000000000e+01,2.978710365294925388e-01,4.707000380265831119e-01
8.200000000000000000e+01,3.087296571235997877e-01,4.657920567841114523e-01
8.300000000000000000e+01,3.193226762122908791e-01,4.610879827031190703e-01
8.400000000000000000e+01,3.295810186465126801e-01,4.566096664886780121e-01
8.500000000000000000e+01,3.394995967910996448e-01,4.523761646669047787e-01
8.600000000000000000e+01,3.489923350745676722e-01,4.484037394336657933e-01
8.700000000000000000e+01,3.580734527386859600e-01,4.447058632456966643e-01
8.800000000000000000e+01,3.666598212407294888e-01,4.412932797977092703e-01
8.900000000000000000e+01,3.747529836724470820e-01,4.381740872727590830e-01
9.000000000000000000e+01,3.823619870906571072e-01,4.353538235993672512e-01
9.100000000000000000e+01,3.894131696079176086e-01,4.328356968874256250e-01
9.200000000000000000e+01,3.959579189573584901e-01,4.306206633040159382e-01
9.300000000000000000e+01,4.019569526471006848e-01,4.287076419950810457e-01
9.400000000000000000e+01,4.073719949429729370e-01,4.270937151203398341e-01
9.500000000000000000e+01,4.122711649968223702e-01,4.257742176300137182e-01
9.600000000000000000e+01,4.165913903033241494e-01,4.247429605682392362e-01
9.700000000000000000e+01,4.204092146583664480e-01,4.239924041513882802e-01
9.800000000000000000e+01,4.236609472501368656e-01,4.235138303995104048e-01
9.900000000000000000e+01,4.263946892422268986e-01,4.232974969492269701e-01
1.000000000000000000e+02,4.286587102339314281e-01,4.233327454046056371e-01
1.010000000000000000e+02,4.303994936803295368e-01,4.236082302279867706e-01
1.020000000000000000e+02,4.317050123323123434e-01,4.241120039616891879e-01
1.030000000000000000e+02,4.325207878318544918e-01,4.248316415880966646e-01
1.040000000000000000e+02,4.329383842856869280e-01,4.257543471111454036e-01
1.050000000000000000e+02,4.329069568700890658e-01,4.268670549940338232e-01
1.060000000000000000e+02,4.324833292036895926e-01,4.281565210120527598e-01
1.070000000000000000e+02,4.316893584701819164e-01,4.296093658904498458e-01
1.080000000000000000e+02,4.305782941908997685e-01,4.312121924008031071e-01
1.090000000000000000e+02,4.291107558300811808e-01,4.329516862869087768e-01
1.100000000000000000e+02,4.273717034045380614e-01,4.348146374253776814e-01
1.110000000000000000e+02,4.253516919273466201e-01,4.367879941333293603e-01
1.120000000000000000e+02,4.230440290004221504e-01,4.388589414746715267e-01
1.130000000000000000e+02,4.205282629340364453e-01,4.410148730654551708e-01
1.140000000000000000e+02,4.178010271603417869e-01,4.432434606125209009e-01
1.150000000000000000e+02,4.148810400784039842e-01,4.455327185141236823e-01
1.160000000000000000e+02,4.117683503148985569e-01,4.478709984195826665e-01
1.170000000000000000e+02,4.085328456704941380e-01,4.502469866650553043e-01
1.180000000000000000e+02,4.051705414765107705e-01,4.526497564733540369e-01
1.190000000000000000e+02,4.016803696172795424e-01,4.550688102492311815e-01
1.200000000000000000e+02,0.000000000000000000e+00,4.574940449557325928e-01
